x,y,T
-0.6,0.8,55.6792
-0.533333,0.8,55.7267
-0.466667,0.8,55.7731
-0.4,0.8,55.8162
-0.333333,0.8,55.8542
-0.266667,0.8,55.886
-0.2,0.8,55.9111
-0.133333,0.8,55.9291
-0.0666667,0.8,55.9398
-1.38778e-17,0.8,55.9434
0.0666667,0.8,55.9398
0.133333,0.8,55.9291
0.2,0.8,55.9111
0.266667,0.8,55.886
0.333333,0.8,55.8542
0.4,0.8,55.8162
0.466667,0.8,55.7731
0.533333,0.8,55.7267
0.6,0.8,55.6792
0.666667,0.8,55.6331
0.733333,0.8,55.5912
0.8,0.8,55.5558
0.866667,0.8,55.5291
0.933333,0.8,55.5125
1,0.8,55.5069
-1,0.866667,53.6772
-0.933333,0.866667,53.6808
-0.866667,0.866667,53.6914
-0.8,0.866667,53.7084
-0.733333,0.866667,53.7309
-0.666667,0.866667,53.7576
-0.6,0.866667,53.787
-0.533333,0.866667,53.8173
-0.466667,0.866667,53.8471
-0.4,0.866667,53.8749
-0.333333,0.866667,53.8996
-0.266667,0.866667,53.9204
-0.2,0.866667,53.9369
-0.133333,0.866667,53.9488
-0.0666667,0.866667,53.9559
-1.38778e-17,0.866667,53.9583
0.0666667,0.866667,53.9559
0.133333,0.866667,53.9488
0.2,0.866667,53.9369
0.266667,0.866667,53.9204
0.333333,0.866667,53.8996
0.4,0.866667,53.8749
0.466667,0.866667,53.8471
0.533333,0.866667,53.8173
0.6,0.866667,53.787
0.666667,0.866667,53.7576
0.733333,0.866667,53.7309
0.8,0.866667,53.7084
0.866667,0.866667,53.6914
0.933333,0.866667,53.6808
1,0.866667,53.6772
-1,0.933333,51.8404
-0.933333,0.933333,51.8421
-0.866667,0.933333,51.8473
-0.8,0.933333,51.8555
-0.733333,0.933333,51.8665
-0.666667,0.933333,51.8795
-0.6,0.933333,51.8937
-0.533333,0.933333,51.9085
-0.466667,0.933333,51.9231
-0.4,0.933333,51.9367
-0.333333,0.933333,51.9489
-0.266667,0.933333,51.9591
-0.2,0.933333,51.9673
-0.133333,0.933333,51.9732
-0.0666667,0.933333,51.9768
